Id,ClusterId,Description,Type,Language,LastUpdated,PublicationDate,CreatedDate,FirstReported,Publisher,NoDocuments,SourceUrl,SilobreakerUrl
5_2275814604703531115,16_2275812436818788398,"COVID-19: Taylor County reports no new cases Saturday, 3 recoveries",News,en,2021-05-08T21:13:00Z,2021-05-08T21:13:00Z,2021-05-08T21:14:19Z,2021-05-08T21:13:00Z,Abilene Reporter-News,1,https://www.reporternews.com/story/news/2021/05/08/covid-19-taylor-county-reports-no-new-cases-saturday-3-recoveries/5007689001/,https://my.silobreaker.com/5_2275814604703531115
5_2275618810281066499,16_2275616867630448678,"Florida COVID update on Monday: 159 deaths, but the fewest new cases since Halloween",News,en,2021-02-15T20:01:15Z,2021-02-15T20:01:15Z,2021-02-16T18:53:03Z,2021-02-15T20:01:15Z,Security News Headlines - Yahoo! News,2,https://news.yahoo.com/florida-covid-monday-159-deaths-200115197.html,https://my.silobreaker.com/5_2275618810281066499
5_2275753095403143405,16_2275752343783866444,"Monroe County COVID-19 data: 205 new cases, 1 new death",News,en,2021-04-12T22:08:00Z,2021-04-12T22:08:00Z,2021-04-12T22:10:15Z,2021-04-12T22:08:00Z,WXXI AM,1,https://www.wxxinews.org/post/monroe-county-covid-19-data-205-new-cases-1-new-death,https://my.silobreaker.com/5_2275753095403143405
5_2275532558210957313,16_2275532558210957312,Florida Has Nearly Half Of Known US Cases Of COVID Variant,News,en,2021-01-08T12:56:47Z,2021-01-08T12:56:47Z,2021-01-08T13:18:59Z,2021-01-08T12:56:47Z,WUFT News - RSS,1,https://www.wuft.org/news/2021/01/08/florida-has-nearly-half-of-known-us-cases-of-covid-variant/,https://my.silobreaker.com/5_2275532558210957313
5_2275843110401474658,16_2275840942516731946,COVID-19: Taylor County reports 3 new cases Friday,News,en,2021-05-21T20:01:00Z,2021-05-21T20:01:00Z,2021-05-21T20:16:20Z,2021-05-21T20:01:00Z,Abilene Reporter-News,2,https://www.reporternews.com/story/news/2021/05/21/covid-19-taylor-county-reports-3-new-cases-friday/5205958001/,https://my.silobreaker.com/5_2275843110401474658
5_2275779304367325313,16_2275779304367325233,More than 200 new cases of COVID-19 reported in Manatee County as two more residents die,News,en,2021-04-24T19:33:00Z,2021-04-24T19:33:00Z,2021-04-24T19:34:11Z,2021-04-24T19:33:00Z,Bradenton Herald,2,https://www.bradenton.com/news/coronavirus/article250892324.html,https://my.silobreaker.com/5_2275779304367325313
5_2275840911378219120,16_2275838832614047777,Positivity Rate For New Florida Coronavirus Cases Falls Below 4% For First Time Since October,News,en,2021-05-20T20:01:00Z,2021-05-20T20:01:00Z,2021-05-20T20:28:24Z,2021-05-20T20:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-05-20/positivity-rate-for-new-florida-coronavirus-cases-falls-below-4-for-first-time-since-october,https://my.silobreaker.com/5_2275840911378219120
5_2275605606779846657,16_2275603378211913741,"Central Florida sees uptick in COVID-19 deaths as state reports 7,000 new cases",News,en,2021-02-09T19:56:33Z,2021-02-09T19:56:33Z,2021-02-09T20:18:22Z,2021-02-09T19:56:33Z,Click Orlando - News Headlines - RSS,1,https://www.clickorlando.com/news/local/2021/02/09/central-florida-sees-uptick-in-covid-19-deaths-as-state-reports-7000-new-cases/,https://my.silobreaker.com/5_2275605606779846657
5_2275883616238043414,16_2275882707852460072,"Oregon coronavirus updates, June 7: No new cases reported in Marion County, 2 in Polk",News,en,2021-06-08T01:29:00Z,2021-06-08T01:29:00Z,2021-06-08T01:30:44Z,2021-06-08T01:29:00Z,Statesman Journal,1,https://www.statesmanjournal.com/story/news/2021/06/07/oregon-covid-no-new-cases-reported-marion-county-2-polk/7590175002/,https://my.silobreaker.com/5_2275883616238043414
5_2275781634387083284,16_2275781634387083272,"Florida COVID Positivity Rises Again, Now 2.2 Million COVID Cases",News,en,2021-04-25T21:27:00Z,2021-04-25T21:27:00Z,2021-04-25T21:27:42Z,2021-04-25T21:27:00Z,Boca News Now,1,https://bocanewsnow.com/2021/04/25/florida-covid-positivity-rises-again-now-2-2-million-covid-cases/,https://my.silobreaker.com/5_2275781634387083284
5_2275770611353518278,16_2275770611353518142,Florida Reports 67 More Deaths From COVID-19 Complications,News,en,2021-04-20T21:01:00Z,2021-04-20T21:01:00Z,2021-04-20T21:25:47Z,2021-04-20T21:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-04-20/florida-reports-67-more-deaths-from-covid-19-complications,https://my.silobreaker.com/5_2275770611353518278
5_2275774879477268591,16_2275774646475292693,"Vaccinations Down, COVID-19 Cases Up in Forsyth County",News,en,2021-04-22T19:08:00Z,2021-04-22T19:08:00Z,2021-04-22T19:20:54Z,2021-04-22T19:08:00Z,88.5 WFDD,1,https://www.wfdd.org/story/vaccinations-down-covid-19-cases-forsyth-county,https://my.silobreaker.com/5_2275774879477268591
5_2275810055259422805,16_2275810055259422762,"COVID In Florida: 4,504 New Cases, 73 Additional Deaths Reported Thursday",News,en,2021-05-06T19:00:00Z,2021-05-06T19:00:00Z,2021-05-06T19:33:10Z,2021-05-06T19:00:00Z,CBS Miami,1,https://miami.cbslocal.com/2021/05/06/covid-florida-4504-new-cases-73-additional-deaths-thursday/,https://my.silobreaker.com/5_2275810055259422805
5_2275753167343845424,16_2275753167343845397,Orange County Enters Orange Tier as COVID-19 Cases Decline,News,en,2021-04-12T23:11:00Z,2021-04-12T23:11:00Z,2021-04-12T23:12:13Z,2021-04-12T23:11:00Z,New University Newspaper,1,https://www.newuniversity.org/2021/04/12/orange-county-enters-orange-tier-as-covid-19-cases-decline/,https://my.silobreaker.com/5_2275753167343845424
5_2275871493223088132,16_2275871493223088129,Weekly COVID-19 update: Henderson County reports 20 new cases and one COVID-related death,News,en,2021-06-02T17:02:36Z,2021-06-02T17:02:36Z,2021-06-05T02:39:51Z,2021-06-02T17:02:36Z,The Henderson Gleaner,1,https://www.thegleaner.com/story/news/2021/06/02/henderson-county-records-20-new-covid-cases-one-death-past-week/7503891002/,https://my.silobreaker.com/5_2275871493223088132
5_2275857938776064071,16_2275857938776064019,COVID-19 LIVE UPDATES: Wyandotte County's mask order to expire Friday night,News,en,2021-05-28T11:51:00Z,2021-05-28T11:51:00Z,2021-05-29T02:57:40Z,2021-05-28T11:51:00Z,Kansas City Channel,1,https://www.kmbc.com/article/covid-19-live-updates-coronavirus-in-kansas-city-missouri-kansas-coronavirus-05282021/36568507,https://my.silobreaker.com/5_2275857938776064071
5_2275198209586364418,16_2275196817681416237,"Florida Is Open, New York Is Closed, And The Latter Has More COVID Deaths",Blog,en,2020-12-16T11:30:20Z,2020-12-16T11:30:20Z,2020-12-16T13:24:54Z,2020-12-16T11:30:20Z,The Federalist - RSS,1,https://thefederalist.com/2020/12/16/florida-is-open-new-york-is-closed-and-the-latter-has-more-covid-deaths/,https://my.silobreaker.com/5_2275198209586364418
5_2275755109742805209,16_2275754186324836614,Florida Reports Only Single-Digit Increase In Virus Deaths For First Time In Almost 7 Months By Hank Berrien,News,en,2021-04-13T19:28:00Z,2021-04-13T19:28:00Z,2021-04-13T19:41:45Z,2021-04-13T19:28:00Z,Daily Wire,1,https://www.dailywire.com/news/florida-reports-mere-single-digit-increase-in-virus-deaths-for-first-time-in-almost-7-months,https://my.silobreaker.com/5_2275755109742805209
5_2275809705219588417,16_2275809705219588243,COVID-19 LIVE UPDATES: 38.1% of population in Missouri has received at least 1 vaccine dose,News,en,2021-05-06T13:58:00Z,2021-05-06T13:58:00Z,2021-05-06T14:36:36Z,2021-05-06T13:58:00Z,Kansas City Channel,1,https://www.kmbc.com/article/covid-19-live-updates-coronavirus-in-kansas-city-missouri-kansas-coronavirus-05062021/36352376,https://my.silobreaker.com/5_2275809705219588417
5_2275829572161241093,16_2275829572161241089,"COVID In Florida: 3,319 New Cases, 57 Additional Deaths Reported Saturday",News,en,2021-05-15T15:00:34Z,2021-05-15T15:00:34Z,2021-05-15T19:14:13Z,2021-05-15T15:00:34Z,CBS Miami,1,https://miami.cbslocal.com/2021/05/15/covid-in-florida-3319-new-cases-57-additional-deaths-reported-saturday/,https://my.silobreaker.com/5_2275829572161241093
5_2275702274682519554,16_2275700418702999573,"Florida COVID-19 roundup: 3,987 new cases, 50+ vaccine eligible starting Monday",News,en,2021-03-21T18:37:33Z,2021-03-21T18:37:33Z,2021-03-21T18:48:08Z,2021-03-21T18:37:33Z,Click Orlando - News Headlines - RSS,1,https://www.clickorlando.com/news/local/2021/03/21/florida-covid-19-roundup-3987-new-cases-50-vaccine-eligible-starting-monday/,https://my.silobreaker.com/5_2275702274682519554
5_2275779070291607730,16_2275778113587642395,"489 more COVID-19 vaccinations, 6 new cases reported in Beaufort County Saturday",News,en,2021-04-24T16:07:00Z,2021-04-24T16:07:00Z,2021-04-24T16:09:32Z,2021-04-24T16:07:00Z,Island Packet,1,https://www.islandpacket.com/news/coronavirus/article250916654.html#storylink=rss,https://my.silobreaker.com/5_2275779070291607730
5_2275776539482128499,16_2275776539482128435,COVID-19 Cases Continue Rising In Hillsborough County,News,en,2021-04-23T11:18:00Z,2021-04-23T11:18:00Z,2021-04-23T11:48:02Z,2021-04-23T11:18:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-04-23/covid-19-cases-continue-rising-in-hillsborough-county,https://my.silobreaker.com/5_2275776539482128499
5_2275805852633923693,16_2275805852633923634,"Monroe County COVID-19 data: 197 new cases, 5 new deaths",News,en,2021-05-04T21:54:00Z,2021-05-04T21:54:00Z,2021-05-04T22:04:47Z,2021-05-04T21:54:00Z,WXXI AM,1,https://www.wxxinews.org/post/monroe-county-covid-19-data-197-new-cases-5-new-deaths,https://my.silobreaker.com/5_2275805852633923693
5_2275752844147556636,16_2275752666980155432,Florida Reports Single-Digit CCP Virus Deaths for First Time Since September,News,en,2021-04-12T18:30:00Z,2021-04-12T18:30:00Z,2021-04-12T18:55:11Z,2021-04-12T18:30:00Z,Epoch Times,1,https://www.theepochtimes.com/florida-reports-single-digit-ccp-virus-deaths-for-first-time-since-september_3772438.html,https://my.silobreaker.com/5_2275752844147556636
5_2275700387195387904,16_2275699837439574016,"Florida Surpasses 2 Million Covid Cases, Reports 5,105 New Infections Saturday - NBC 6 South Florida",News,en,2021-03-20T23:07:42Z,2021-03-20T23:07:42Z,2021-03-21T00:40:16Z,2021-03-20T23:07:42Z,Business - Google News,1,https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3Lm5iY21pYW1pLmNvbS9uZXdzL2xvY2FsL2Zsb3JpZGEtc3VycGFzc2VzLTItbWlsbGlvbi1jb3ZpZC1jYXNlcy1yZXBvcnRzLTUxMDUtbmV3LWluZmVjdGlvbnMtc2F0dXJkYXkvMjQxMDQ4OC_SAX1odHRwczovL3d3dy5uYmNtaWFtaS5jb20vbmV3cy9sb2NhbC9mbG9yaWRhLXN1cnBhc3Nlcy0yLW1pbGxpb24tY292aWQtY2FzZXMtcmVwb3J0cy01MTA1LW5ldy1pbmZlY3Rpb25zLXNhdHVyZGF5LzI0MTA0ODgvP2FtcA?oc=5,https://my.silobreaker.com/5_2275700387195387904
5_2275788371043287272,16_2275788331314839558,"Oregon coronavirus update, April 28: Marion County reports over 100 new cases",News,en,2021-04-28T23:29:00Z,2021-04-28T23:29:00Z,2021-04-28T23:30:41Z,2021-04-28T23:29:00Z,Statesman Journal,1,https://www.statesmanjournal.com/story/news/local/coronavirus/2021/04/28/oregon-covid-19-update-marion-county-reports-over-100-new-cases/4861754001/,https://my.silobreaker.com/5_2275788371043287272
5_2275871766423273550,16_2275871766423273518,"Florida's 1,234 New Coronavirus Cases Are Lowest 24-hour Total Since September",News,en,2021-06-02T21:01:00Z,2021-06-02T21:01:00Z,2021-06-02T21:03:44Z,2021-06-02T21:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-06-02/floridas-1-234-new-coronavirus-cases-are-lowest-24-hour-total-since-september,https://my.silobreaker.com/5_2275871766423273550
5_2275840224183451875,16_2275838596390846475,"IHME Estimates 51,000 COVID-19 Deaths In Florida",News,en,2021-05-20T10:01:00Z,2021-05-20T10:01:00Z,2021-05-20T10:28:57Z,2021-05-20T10:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-05-20/ihme-estimates-51-000-covid-19-deaths-in-florida,https://my.silobreaker.com/5_2275840224183451875
5_2275669423366864897,16_2275667211089608755,"Florida’s COVID-19 positivity rate drops below 5% as state reports 4,600 new cases",News,en,2021-03-06T20:34:22Z,2021-03-06T20:34:22Z,2021-03-06T20:48:18Z,2021-03-06T20:34:22Z,Click Orlando - News Headlines - RSS,1,https://www.clickorlando.com/news/local/2021/03/06/floridas-covid-19-positivity-rate-drops-below-5-as-state-reports-4600-new-cases/,https://my.silobreaker.com/5_2275669423366864897
5_2275561643830149120,16_2275561317597184006,"Florida reports 12,000 new cases of COVID-19 as more Floridians wait for vaccine",News,en,2021-01-21T20:08:53Z,2021-01-21T20:08:53Z,2021-01-21T20:52:02Z,2021-01-21T20:08:53Z,Click Orlando - News Headlines - RSS,1,https://www.clickorlando.com/news/local/2021/01/21/florida-reports-12000-new-cases-of-covid-19-as-more-floridians-wait-for-vaccine/,https://my.silobreaker.com/5_2275561643830149120
5_2275843096442830939,16_2275841783256580127,"Watauga County Schools Reports Zero COVID-19 Cases in Students, Staff",News,en,2021-05-21T19:52:00Z,2021-05-21T19:52:00Z,2021-05-21T20:10:07Z,2021-05-21T19:52:00Z,High Country Press,1,https://www.hcpress.com/education/watauga-county-schools-reports-zero-covid-19-cases-in-students-staff.html,https://my.silobreaker.com/5_2275843096442830939
5_2275840614673154050,16_2275840614673154048,"Florida Reports 2,893 New Covid Cases Thursday, State's Positivity Rate Drops Below 4%",News,en,2021-05-20T15:44:43Z,2021-05-20T15:44:43Z,2021-05-20T20:31:08Z,2021-05-20T15:44:43Z,NBC Miami,1,https://www.nbcmiami.com/news/local/florida-reports-2893-new-covid-cases-thursday-states-positivity-rate-drops-below-4/2455807/,https://my.silobreaker.com/5_2275840614673154050
5_2275783516656500847,16_2275783516656500788,COVID-19 update: Henderson County reports 3 new cases; more than 10K here fully vaccinated,News,en,2021-04-26T16:52:00Z,2021-04-26T16:52:00Z,2021-04-26T17:09:58Z,2021-04-26T16:52:00Z,The Henderson Gleaner,1,https://www.thegleaner.com/story/news/2021/04/26/henderson-county-reports-3-new-covid-19-cases-more-than-10-k-fully-vaccinated/7382339002/,https://my.silobreaker.com/5_2275783516656500847
5_2275809319746273800,16_2275809319746273297,45K New COVID Cases; Deaths Highest In Florida,News,en,2021-05-06T08:19:00Z,2021-05-06T08:19:00Z,2021-05-06T13:01:49Z,2021-05-06T08:19:00Z,RTTNews.com,1,https://www.rttnews.com/3192504/45k-new-covid-cases-deaths-highest-in-florida.aspx,https://my.silobreaker.com/5_2275809319746273800
5_2275820005624905739,16_2275818736462069803,Coronavirus cluster confirmed at Caldwell County school,News,en,2021-05-11T03:51:00Z,2021-05-11T03:51:00Z,2021-05-11T03:59:36Z,2021-05-11T03:51:00Z,WCNC,1,https://www.wcnc.com/article/news/health/coronavirus/caldwell-county-collettsville-school/275-df631f2a-6fa5-4184-b648-2f14c854adcc,https://my.silobreaker.com/5_2275820005624905739
5_2275772305718116649,16_2275770339696836609,COVID-19 LIVE UPDATES: University of Kansas Health System treating 10 active infections,News,en,2021-04-21T13:43:00Z,2021-04-21T13:43:00Z,2021-04-21T14:28:38Z,2021-04-21T13:43:00Z,Kansas City Channel,2,https://www.kmbc.com/article/covid-19-live-updates-coronavirus-in-kansas-city-missouri-kansas-coronavirus-04212021/36186643,https://my.silobreaker.com/5_2275772305718116649
5_2275658144329760770,16_2275647340423413768,First case of South African COVID-19 variant confirmed in Florida,News,en,2021-03-01T16:25:59Z,2021-03-01T16:25:59Z,2021-03-01T17:13:34Z,2021-03-01T16:25:59Z,Click Orlando - News Headlines - RSS,1,https://www.clickorlando.com/news/local/2021/03/01/first-case-of-south-african-covid-19-variant-confirmed-in-florida/,https://my.silobreaker.com/5_2275658144329760770
5_2275808147673186306,16_2275808147673186304,CDC Projects Sharp Decline in US COVID-19 Cases by End of July - NBC 6 South Florida,News,en,2021-05-05T23:15:27Z,2021-05-05T23:15:27Z,2021-05-06T22:30:25Z,2021-05-05T23:15:27Z,Business - Google News,1,https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3Lm5iY21pYW1pLmNvbS9uZXdzL2xvY2FsL2NkYy1wcm9qZWN0cy1zaGFycC1kZWNsaW5lLWluLXVzLWNvdmlkLTE5LWNhc2VzLWJ5LWVuZC1vZi1qdWx5LzI0NDQzOTIv0gFvaHR0cHM6Ly93d3cubmJjbWlhbWkuY29tL25ld3MvbG9jYWwvY2RjLXByb2plY3RzLXNoYXJwLWRlY2xpbmUtaW4tdXMtY292aWQtMTktY2FzZXMtYnktZW5kLW9mLWp1bHkvMjQ0NDM5Mi8_YW1w?oc=5,https://my.silobreaker.com/5_2275808147673186306
5_2275854310887653377,,SethAbramson - Today—over a year into the pandemic—Florida has more than twice as many confirmed new COVID-19 diagnoses and more t… https://t.co/be6466FSbn,Tweet,en,2021-05-26T23:00:17Z,2021-05-26T23:00:17Z,2021-05-26T23:01:23Z,2021-05-26T23:00:17Z,SethAbramson - Twitter,1,https://twitter.com/SethAbramson/status/1397689074392109060,https://my.silobreaker.com/5_2275854310887653377
5_2275634303519948804,16_2275634303519948800,"Covid-19 Oversight News: 500,000 Deaths, Florida Favoritism, and Increased Vaccine Distribution",News,en,2021-02-22T21:30:28Z,2021-02-22T21:30:28Z,2021-02-22T21:49:59Z,2021-02-22T21:30:28Z,American Oversight,1,https://www.americanoversight.org/covid-19-oversight-news-500000-deaths-florida-favoritism-and-increased-vaccine-distribution,https://my.silobreaker.com/5_2275634303519948804
5_2275851536053567624,16_2275851536053567552,COVID-19 LIVE UPDATES: University of Kansas Hospital’s ICU has zero COVID-19 patients,News,en,2021-05-25T14:40:00Z,2021-05-25T14:40:00Z,2021-05-25T15:24:09Z,2021-05-25T14:40:00Z,Kansas City Channel,1,https://www.kmbc.com/article/covid-19-live-updates-coronavirus-in-kansas-city-missouri-kansas-coronavirus-05252021/36530979,https://my.silobreaker.com/5_2275851536053567624
5_2275805258854695308,16_2275805258854695068,COVID-19 LIVE UPDATES: 29% of population in Missouri have completed vaccination,News,en,2021-05-04T13:13:00Z,2021-05-04T13:13:00Z,2021-05-04T23:20:33Z,2021-05-04T13:13:00Z,Kansas City Channel,1,https://www.kmbc.com/article/covid-19-live-updates-coronavirus-in-kansas-city-missouri-kansas-coronavirus-05042021/36328051,https://my.silobreaker.com/5_2275805258854695308
5_2275772543015059555,16_2275770412711280678,"COVID-19 update: After 2 days hitting double digits, Henderson County has 3 new cases",News,en,2021-04-21T17:08:00Z,2021-04-21T17:08:00Z,2021-04-21T17:43:52Z,2021-04-21T17:08:00Z,The Henderson Gleaner,2,https://www.thegleaner.com/story/news/2021/04/21/henderson-county-has-3-new-covid-cases-after-two-days-double-digits/7317162002/,https://my.silobreaker.com/5_2275772543015059555
5_2275697945607143426,16_2275697698914959412,"Florida COVID-19 roundup: 5,101 new cases, 50+ vaccine eligible and J&J shots coming",News,en,2021-03-19T19:37:48Z,2021-03-19T19:37:48Z,2021-03-19T19:54:23Z,2021-03-19T19:37:48Z,Click Orlando - News Headlines - RSS,1,https://www.clickorlando.com/news/local/2021/03/19/florida-covid-19-roundup-5101-new-cases-50-vaccine-eligible-and-jj-shots-coming/,https://my.silobreaker.com/5_2275697945607143426
5_2275852043933450384,16_2275849964095537171,"Florida Reports 1,824 New Coronavirus Cases, 81 Deaths",News,en,2021-05-25T22:01:00Z,2021-05-25T22:01:00Z,2021-05-25T22:03:07Z,2021-05-25T22:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-05-25/florida-reports-1-824-new-coronavirus-cases-81-deaths,https://my.silobreaker.com/5_2275852043933450384
5_2275829010023841936,16_2275829010023841865,Warren County reports 34 new cases of COVID-19 in the last week,News,en,2021-05-15T06:53:00Z,2021-05-15T06:53:00Z,2021-05-15T06:54:58Z,2021-05-15T06:53:00Z,Des Moines Register,1,https://www.desmoinesregister.com/story/news/local/indianola/2021/05/15/warren-county-iowa-reports-34-cases-of-covid-19/5031045001/,https://my.silobreaker.com/5_2275829010023841936
5_2275834238072782907,16_2275834238072782877,"Manatee County COVID update: Another resident death, 22 new cases, 145K fully vaccinated",News,en,2021-05-17T18:58:00Z,2021-05-17T18:58:00Z,2021-05-17T19:30:32Z,2021-05-17T18:58:00Z,Bradenton Herald,1,https://www.bradenton.com/news/coronavirus/article251471503.html,https://my.silobreaker.com/5_2275834238072782907
5_2275790211436773532,16_2275788015718629376,"Northampton County Coronavirus Vaccinations, Cases: Latest Info",News,en,2021-04-29T18:15:00Z,2021-04-29T18:15:00Z,2021-04-29T18:52:56Z,2021-04-29T18:15:00Z,Bethlehem Patch,1,https://patch.com/pennsylvania/bethlehem/northampton-county-coronavirus-vaccinations-cases-latest-info,https://my.silobreaker.com/5_2275790211436773532
5_2275761376100090032,16_2275761376100089858,State Health Department reports COVID-related death in Clay County; only one new case in Marion County,News,en,2021-04-16T14:40:00Z,2021-04-16T14:40:00Z,2021-04-16T15:20:27Z,2021-04-16T14:40:00Z,WJBD,1,https://www.southernillinoisnow.com/2021/04/16/state-health-department-reports-covid-related-death-in-clay-county-only-one-new-case-in-marion-county/,https://my.silobreaker.com/5_2275761376100090032
5_2275798745536790590,16_2275798745536790528,"Texas, Florida Reporting Fewer Coronavirus Cases Per Capita than Key Blue States with Mask Mandates",News,en,2021-05-01T14:27:00Z,2021-05-01T14:27:00Z,2021-05-01T14:27:52Z,2021-05-01T14:27:00Z,Breitbart.com,1,https://www.breitbart.com/politics/2021/05/01/texas-florida-reporting-fewer-coronavirus-cases-per-capita-than-key-blue-states-with-mask-mandates/,https://my.silobreaker.com/5_2275798745536790590
5_2275757348494508159,16_2275757255078969380,"After A Daily Spike, Florida Reports Over 6,700 New Coronavirus Cases",News,en,2021-04-14T20:01:00Z,2021-04-14T20:01:00Z,2021-04-14T20:07:54Z,2021-04-14T20:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-04-14/after-a-daily-spike-florida-reports-over-6-700-new-coronavirus-cases,https://my.silobreaker.com/5_2275757348494508159
5_2275854053978144973,16_2275854053978144862,"Weekly COVID-19 update: Henderson County sees 33 new cases, 1 death; Vaccinations hit 30%",News,en,2021-05-26T19:17:00Z,2021-05-26T19:17:00Z,2021-05-26T19:56:27Z,2021-05-26T19:17:00Z,The Henderson Gleaner,1,https://www.thegleaner.com/story/news/2021/05/26/weekly-covid-19-update-henderson-county-sees-33-new-cases-1-death/7450972002/,https://my.silobreaker.com/5_2275854053978144973
5_2275885882353385472,,"prchovanec - Excluding Florida, which is no longer reporting, the US had +13,542 new confirmed cases of COVID-19 today. (The tot… https://t.co/Oc9v5UR8Uw",Tweet,en,2021-06-09T02:27:31Z,2021-06-09T02:27:31Z,2021-06-09T02:44:14Z,2021-06-09T02:27:31Z,prchovanec - Twitter,1,https://twitter.com/prchovanec/status/1402452265299058689,https://my.silobreaker.com/5_2275885882353385472
5_2275807994748862728,16_2275807865899843639,Positivity Rate For New Coronavirus Cases In Florida Lowest Level Since March,News,en,2021-05-05T21:01:00Z,2021-05-05T21:01:00Z,2021-05-05T21:31:07Z,2021-05-05T21:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-05-05/positivity-rate-for-new-coronavirus-cases-in-florida-5-16-lowest-since-march,https://my.silobreaker.com/5_2275807994748862728
5_2275803554826420356,16_2275803554826420249,"May 1, 2021 Update: COVID-19 Case Data For Local Hillsborough County Areas",News,en,2021-05-03T20:26:00Z,2021-05-03T20:26:00Z,2021-05-03T20:27:11Z,2021-05-03T20:26:00Z,Osprey Observer,1,https://www.ospreyobserver.com/2021/05/may-1-2021-update-covid-19-case-data-for-local-hillsborough-county-areas/,https://my.silobreaker.com/5_2275803554826420356
5_2275773565217288923,16_2275772740583555162,Nine new confirmed COVID-19 cases reported for Taylor County Thursday,News,en,2021-04-22T00:00:00Z,2021-04-22T00:00:00Z,2021-04-22T19:16:54Z,2021-04-22T00:00:00Z,MyFoxZone.com,1,https://www.myfoxzone.com/article/news/health/coronavirus/coronavirus-numbers/nine-new-confirmed-covid-19-cases-reported-for-taylor-county-thursday/504-68bb7140-c9b2-4628-9539-46db3394b2fb,https://my.silobreaker.com/5_2275773565217288923
5_2275780162287052102,16_2275781682705465417,"Texas, Florida Report Fewer COVID Cases Despite Opening State",News,en,2021-04-25T00:00:00Z,2021-04-25T00:00:00Z,2021-04-26T02:50:32Z,2021-04-25T00:00:00Z,Latin Post,1,https://www.latinpost.com/articles/150061/20210425/texas-florida-fewer-covid-cases-fully-reopened.htm,https://my.silobreaker.com/5_2275780162287052102
5_2275814028607488000,16_2275812053492957203,"New COVID Variant Found in Florida As State Reports Over 10,000 'Variant of Concern' Cases: A new COVID variant of concern (VOC) has been detected in Florida, according to the state's Department of Health.",News,en,2021-05-08T12:52:30Z,2021-05-08T12:52:30Z,2021-05-08T13:16:53Z,2021-05-08T12:52:30Z,John West - World Wide Threats - RSS,2,https://www.johnwestbooks.com/world-wide-threats/new-covid-variant-found-in-florida-as-state-reports-over-10000-variant-of-concern-cases-a-new-covid-variant-of-concern-voc-has-been-detected-in-florida-according-to-the-states-department-of-health,https://my.silobreaker.com/5_2275814028607488000
5_2275785393171333121,16_2275783878507495457,"SCIENCE: Texas, Florida Report Fewer New COVID Cases Than Michigan, Pennsylvania, New York. But: …",Blog,en,2021-04-27T12:07:41Z,2021-04-27T12:07:41Z,2021-04-27T12:42:33Z,2021-04-27T12:07:41Z,Instapundit,1,https://pjmedia.com/instapundit/446600/,https://my.silobreaker.com/5_2275785393171333121
5_2275834341151998032,16_2275834341151997981,"May 15, 2021 Update: COVID-19 Case Data For Local Hillsborough County Areas",News,en,2021-05-17T20:26:00Z,2021-05-17T20:26:00Z,2021-05-17T20:45:30Z,2021-05-17T20:26:00Z,Osprey Observer,1,https://www.ospreyobserver.com/2021/05/may-15-2021-update-covid-19-case-data-for-local-hillsborough-county-areas/,https://my.silobreaker.com/5_2275834341151998032
5_2275761688173084674,16_2275761688173084672,COVID-19 Case Rise in Florida Slower and Less Alarming Than Past Surges,News,en,2021-04-16T19:10:41Z,2021-04-16T19:10:41Z,2021-04-16T23:13:44Z,2021-04-16T19:10:41Z,NBC Miami,1,https://www.nbcmiami.com/news/local/covid-19-case-rise-in-florida-slower-and-less-alarming-than-past-surges/2430679/,https://my.silobreaker.com/5_2275761688173084674
5_2275805822569152599,16_2275805822569152552,"May 4, 2021 Update: COVID-19 Case Data For Local Hillsborough County Areas",News,en,2021-05-04T21:26:00Z,2021-05-04T21:26:00Z,2021-05-04T21:40:08Z,2021-05-04T21:26:00Z,Osprey Observer,1,https://www.ospreyobserver.com/2021/05/may-4-2021-update-covid-19-case-data-for-local-hillsborough-county-areas/,https://my.silobreaker.com/5_2275805822569152599
5_2275805592788402404,16_2275805592788402267,Henderson County reports 24 new confirmed COVID-19 cases; nearly 13K here vaccinated,News,en,2021-05-04T18:04:00Z,2021-05-04T18:04:00Z,2021-05-04T18:41:52Z,2021-05-04T18:04:00Z,The Henderson Gleaner,1,https://www.thegleaner.com/story/news/2021/05/04/henderson-county-reports-24-new-covid-19-cases-nearly-13-k-here-vaccinated/4940149001/,https://my.silobreaker.com/5_2275805592788402404
