Id,ClusterId,Description,Type,Language,LastUpdated,PublicationDate,CreatedDate,FirstReported,Publisher,NoDocuments,SourceUrl,SilobreakerUrl
5_2275729645770899457,,Treadstone71LLC - FLORIDA COVID CASES SOAR: Highest New Case Count In A Month https://t.co/3GiVRfRmP2 #duhsantis,Tweet,en,2021-04-02T00:56:53Z,2021-04-02T00:56:53Z,2021-04-02T00:57:17Z,2021-04-02T00:56:53Z,Treadstone71LLC - Twitter,1,https://twitter.com/Treadstone71LLC/status/1377787083960451075,https://my.silobreaker.com/5_2275729645770899457
5_2275816724269891631,16_2275816724269891606,"Manatee County COVID update: Another resident death, 43 new cases, 134K fully vaccinated",News,en,2021-05-09T20:03:00Z,2021-05-09T20:03:00Z,2021-05-09T20:03:59Z,2021-05-09T20:03:00Z,Bradenton Herald,1,https://www.bradenton.com/news/coronavirus/article251274644.html,https://my.silobreaker.com/5_2275816724269891631
5_2275852002057519173,16_2275852002057519144,"May 24, 2021 Update: COVID-19 Case Data For Local Hillsborough County Areas",News,en,2021-05-25T21:26:00Z,2021-05-25T21:26:00Z,2021-05-25T21:28:27Z,2021-05-25T21:26:00Z,Osprey Observer,1,https://www.ospreyobserver.com/2021/05/may-24-2021-update-covid-19-case-data-for-local-hillsborough-county-areas/,https://my.silobreaker.com/5_2275852002057519173
5_2275821120168919042,16_2275819851106746368,COVID-19 Cases: A Look at California and Florida,News,en,2021-05-11T20:01:00Z,2021-05-11T20:01:00Z,2021-05-11T20:29:22Z,2021-05-11T20:01:00Z,Healthline.com,1,https://www.healthline.com/health-news/wp-1237676,https://my.silobreaker.com/5_2275821120168919042
5_2275774549838528800,16_2275772620324470785,Nearly 2 Out Of 3 Coronavirus Cases In Florida Are Variants: USF,News,en,2021-04-22T14:21:00Z,2021-04-22T14:21:00Z,2021-04-22T14:58:34Z,2021-04-22T14:21:00Z,South Tampa-Hyde Park Patch,1,http://patch.com/florida/southtampa/nearly-2-out-3-coronavirus-cases-florida-are-variants?utm_source=article-mostrecent&utm_medium=rss&utm_term=health%20%26%20fitness&utm_campaign=recirc&utm_content=normal,https://my.silobreaker.com/5_2275774549838528800
5_2275809979023753402,16_2275809921041694727,"COVID-19 update: Henderson County reports 15 new cases; two in Union, one in Webster",News,en,2021-05-06T17:57:00Z,2021-05-06T17:57:00Z,2021-05-06T18:35:35Z,2021-05-06T17:57:00Z,The Henderson Gleaner,1,https://www.thegleaner.com/story/news/2021/05/06/henderson-county-reports-15-new-covid-19-cases/4969521001/,https://my.silobreaker.com/5_2275809979023753402
5_2275730454617260033,,Treadstone71LLC - FLORIDA COVID CASES SOAR: Highest New Case Count In A Month https://t.co/3GiVRfzLXu #duhsantis,Tweet,en,2021-04-02T12:42:08Z,2021-04-02T12:42:08Z,2021-04-02T12:42:32Z,2021-04-02T12:42:08Z,Treadstone71LLC - Twitter,1,https://twitter.com/Treadstone71LLC/status/1377964566362087431,https://my.silobreaker.com/5_2275730454617260033
5_2275517191539392513,16_2275517191539392512,First Case of Newly Discovered COVID-19 Variant Identified in Florida,News,en,2021-01-01T13:17:26Z,2021-01-01T13:17:26Z,2021-01-01T13:17:32Z,2021-01-01T13:17:26Z,Bay News 9 - National - RSS,1,http://www.baynews9.com/fl/tampa/news/2021/01/01/first-case-of-uk-covid-19-variant-identified-in-florida,https://my.silobreaker.com/5_2275517191539392513
5_2275594575257010185,16_2275594575257010176,"Dixie, Hamilton, Levy Among Florida Counties With Fewest COVID-19 Deaths",News,en,2021-02-04T19:22:39Z,2021-02-04T19:22:39Z,2021-02-04T19:49:34Z,2021-02-04T19:22:39Z,WUFT News - RSS,1,https://www.wuft.org/news/2021/02/04/dixie-hamilton-levy-among-florida-counties-with-fewest-covid-19-deaths/,https://my.silobreaker.com/5_2275594575257010185
5_2275781675189272678,16_2275781675189272626,"While Hospitalizations Plummet, Florida Reports 4,671 New COVID-19 Cases",News,en,2021-04-25T22:01:00Z,2021-04-25T22:01:00Z,2021-04-25T22:02:10Z,2021-04-25T22:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-04-25/while-hospitalizations-plummet-florida-reports-4-671-new-covid-19-cases,https://my.silobreaker.com/5_2275781675189272678
5_2275768412330262648,16_2275768235162861606,New Coronavirus Cases In Florida Dip To 7-Day Low,News,en,2021-04-19T21:01:00Z,2021-04-19T21:01:00Z,2021-04-19T21:12:26Z,2021-04-19T21:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-04-19/new-coronavirus-cases-in-florida-dip-to-7-day-low,https://my.silobreaker.com/5_2275768412330262648
5_2275836076318785604,16_2275836531585318928,COVID-19 LIVE UPDATES: 33% of population in Missouri has completed vaccination,News,en,2021-05-18T13:42:00Z,2021-05-18T13:42:00Z,2021-05-18T23:09:36Z,2021-05-18T13:42:00Z,Kansas City Channel,1,https://www.kmbc.com/article/covid-19-live-updates-coronavirus-in-kansas-city-missouri-kansas-coronavirus-05182021/36460986,https://my.silobreaker.com/5_2275836076318785604
5_2275607814795689985,16_2275607515339161650,"As Florida increases access to COVID-19 vaccine, state reports 7,400 new cases",News,en,2021-02-10T20:00:57Z,2021-02-10T20:00:57Z,2021-02-10T20:17:52Z,2021-02-10T20:00:57Z,Click Orlando - News Headlines - RSS,1,https://www.clickorlando.com/news/local/2021/02/10/as-florida-increases-access-to-covid-19-vaccine-state-reports-7400-new-cases/,https://my.silobreaker.com/5_2275607814795689985
5_2275837432454709348,16_2275837432454709300,"Barren River District Health Department confirms 30,696 cases of COVID-19 Warren County had 9 new cases of COVID-19",News,en,2021-05-19T01:25:00Z,2021-05-19T01:25:00Z,2021-05-19T01:26:24Z,2021-05-19T01:25:00Z,WBKO,1,https://www.wbko.com/2021/05/19/barren-river-district-health-department-confirms-30696-cases-of-covid-19/,https://my.silobreaker.com/5_2275837432454709348
5_2275875326951161898,16_2275873529507348550,Fear as Homa Bay County Referral runs out of oxygen amid rising Covid-19 new cases,News,en,2021-06-04T08:53:00Z,2021-06-04T08:53:00Z,2021-06-04T08:58:22Z,2021-06-04T08:53:00Z,East African Standard,1,https://www.standardmedia.co.ke/health/health-science/article/2001414777/fear-as-homa-bay-county-referral-runs-out-of-oxygen-amid-rising-covid-19-new-cases,https://my.silobreaker.com/5_2275875326951161898
5_2275774105309413380,16_2275772231898365952,County returns to COVID-19 ‘orange zone’,News,en,2021-04-22T07:55:00Z,2021-04-22T07:55:00Z,2021-04-22T08:17:28Z,2021-04-22T07:55:00Z,Central Kentucky News Journal,1,https://www.cknj.com/content/county-returns-covid-19-%E2%80%98orange-zone%E2%80%99,https://my.silobreaker.com/5_2275774105309413380
5_2275834383027929315,16_2275832184004673587,"Florida Reports Lowest State, Regional Coronavirus Cases In A Month",News,en,2021-05-17T21:01:00Z,2021-05-17T21:01:00Z,2021-05-17T21:14:55Z,2021-05-17T21:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-05-17/florida-reports-lowest-state-regional-coronavirus-cases-in-a-month,https://my.silobreaker.com/5_2275834383027929315
5_2275885018544865314,16_2275884057545932941,Monroe County Health Department Reports 34 New Cases of COVID-19,News,en,2021-06-08T21:55:00Z,2021-06-08T21:55:00Z,2021-06-08T21:55:51Z,2021-06-08T21:55:00Z,1180 WHAM,1,https://wham1180.iheart.com/content/2021-06-08-monroe-county-health-department-reports-34-new-cases-of-covid-19/,https://my.silobreaker.com/5_2275885018544865314
5_2275220566703079513,16_2275220566703079469,"Pennsylvania Coronavirus Cases Surpass 600K; 154 New Cases Reported in Erie County, 66 in Crawford County, 32 in Warren County - erienewsnow.com",News,en,2020-12-26T16:52:00Z,2020-12-26T16:52:00Z,2020-12-26T23:10:41Z,2020-12-26T16:52:00Z,Business - Google News,1,https://news.google.com/__i/rss/rd/articles/CBMipgFodHRwczovL3d3dy5lcmllbmV3c25vdy5jb20vc3RvcnkvNDMxMDE5MzIvcGVubnN5bHZhbmlhLWNvcm9uYXZpcnVzLWNhc2VzLXN1cnBhc3MtNjAway0xNTQtbmV3LWNhc2VzLXJlcG9ydGVkLWluLWVyaWUtY291bnR5LTY2LWluLWNyYXdmb3JkLWNvdW50eS0zMi1pbi13YXJyZW4tY291bnR50gEA?oc=5,https://my.silobreaker.com/5_2275220566703079513
5_2275877920423542786,,slashdot - Florida's Government May Have Ignored and Withheld Data About Covid-19 Cases https://t.co/MARr5pSKau,Tweet,en,2021-06-05T14:36:23Z,2021-06-05T14:36:23Z,2021-06-05T14:36:48Z,2021-06-05T14:36:23Z,slashdot - Twitter,1,https://twitter.com/slashdot/status/1401186141236195333,https://my.silobreaker.com/5_2275877920423542786
5_2274868464344629248,,"daveaitel - RT @lrozen: “The number of confirmed coronavirus cases in Florida now eclipses New York’s caseload by more than 3,300. Florida has at least…",Tweet,en,2020-07-26T13:03:08Z,2020-07-26T13:03:08Z,2020-07-26T14:27:35Z,2020-07-26T13:03:08Z,daveaitel - Twitter,1,https://twitter.com/daveaitel/status/1287372882914562050,https://my.silobreaker.com/5_2274868464344629248
5_2275788203539562709,16_2275788203539562579,"Florida Reports Over 5000 New Coronavirus Cases, Hospitalizations Trend Downwards",News,en,2021-04-28T21:01:00Z,2021-04-28T21:01:00Z,2021-04-28T21:07:27Z,2021-04-28T21:01:00Z,WUSF Public Media,1,https://wusfnews.wusf.usf.edu/health-news-florida/2021-04-28/florida-reports-over-5000-new-coronavirus-cases-hospitalizations-trend-downwards,https://my.silobreaker.com/5_2275788203539562709
5_2275817602590703620,16_2275817602590703616,COVID Variant Cases Peaking in Florida After Spring Break,News,en,2021-05-10T00:53:00Z,2021-05-10T00:53:00Z,2021-05-10T00:53:41Z,2021-05-10T00:53:00Z,Latin Post,1,https://www.latinpost.com/articles/150240/20210509/covid-variant-cases-peaking-florida-spring-break.htm,https://my.silobreaker.com/5_2275817602590703620
5_2275620717263323136,16_2275620717263323136,Matt Gaetz Says There Is a Lot of Envy Over Florida’s Handling of COVID. The State Ranks 3rd in COVID Cases and 4th in Deaths,News,en,2021-02-16T15:49:16Z,2021-02-16T15:49:16Z,2021-02-16T16:29:36Z,2021-02-16T15:49:16Z,Hill Reporter,1,https://hillreporter.com/matt-gaetz-says-there-is-a-lot-of-envy-over-floridas-handling-of-covid-the-state-ranks-3rd-in-covid-cases-and-4th-in-deaths-93119,https://my.silobreaker.com/5_2275620717263323136
5_2275805863371341855,16_2275805833306570825,"Oregon reports 6 more COVID-19 related deaths, including Jefferson County’s 33rd; 748 new cases",News,en,2021-05-04T22:00:00Z,2021-05-04T22:00:00Z,2021-05-04T22:09:22Z,2021-05-04T22:00:00Z,News Channel 21,1,https://ktvz.com/news/coronavirus/2021/05/04/oregon-reports-6-more-covid-19-related-deaths-including-jefferson-countys-33rd-748-new-cases/,https://my.silobreaker.com/5_2275805863371341855
5_2275769474260926687,16_2275769474260926574,COVID-19 Cases in Pitt County rise for third week,News,en,2021-04-20T04:30:00Z,2021-04-20T04:30:00Z,2021-04-22T20:56:00Z,2021-04-20T04:30:00Z,Reflector.com,1,https://www.reflector.com/news/local/covid-19-cases-in-pitt-county-rise-for-third-week/article_43899d1b-0837-5ecc-bf59-e51ed51f75ad.html,https://my.silobreaker.com/5_2275769474260926687
5_2275722393919946753,16_2275722393919946752,Yahoo News Incorrectly Suggests DeSantis Undercounted Florida COVID-19 Deaths,Blog,en,2021-03-30T23:23:01Z,2021-03-30T23:23:01Z,2021-03-30T23:38:38Z,2021-03-30T23:23:01Z,"The Daily Caller - Breaking News, Opinion, Research, and Entertainment",1,https://dailycaller.com/2021/03/30/yahoo-news-florida-ron-desantis-covid-19-coronavirus-alexander-nazaryan/,https://my.silobreaker.com/5_2275722393919946753
5_2274798476208373773,16_2274796249704038505,"CDC Maps Show Floridas Deepening Coronavirus Crisis, As State Shatters Daily Case Record",Blog,en,2020-06-26T18:37:38Z,2020-06-26T18:37:38Z,2020-06-26T19:43:59Z,2020-06-26T18:37:38Z,SecurityPhresh,1,http://securityphresh.com/security-news-display.php?newsid=189222,https://my.silobreaker.com/5_2274798476208373773
5_2275809736358101022,16_2275809736358100996,COVID-19 Variant Cases in Florida Doubled in 2 Weeks,News,en,2021-05-06T14:23:00Z,2021-05-06T14:23:00Z,2021-05-06T15:01:23Z,2021-05-06T14:23:00Z,WebMD,1,https://www.webmd.com/lung/news/20210506/covid-19-variant-cases-in-florida-doubled-in-2-weeks,https://my.silobreaker.com/5_2275809736358101022
5_2274856871070269443,16_2274855572866072632,More Than 50 Florida Hospitals Have Run Out Of ICU Beds As Coronavirus Cases Soar,Blog,en,2020-07-21T04:22:03Z,2020-07-21T04:22:03Z,2020-07-21T05:44:37Z,2020-07-21T04:22:03Z,SecurityPhresh,1,http://securityphresh.com/security-news-display.php?newsid=190692,https://my.silobreaker.com/5_2274856871070269443
5_2275816753260920922,16_2275816195284271104,"Florida Reports Close to 12,000 Covid Cases Caused by Variants, Most in US",News,en,2021-05-09T20:30:00Z,2021-05-09T20:30:00Z,2021-05-09T20:31:17Z,2021-05-09T20:30:00Z,Yahoo! News,1,https://www.yahoo.com/now/florida-reports-close-12-000-202908309.html,https://my.silobreaker.com/5_2275816753260920922
5_2275836420989911273,16_2275835360132989067,Expert: Cleveland County COVID Cluster Of Variant Cases 'Worth Watching' But State Trends Remain OK,News,en,2021-05-18T18:43:00Z,2021-05-18T18:43:00Z,2021-05-18T19:17:58Z,2021-05-18T18:43:00Z,Public Radio Tulsa,1,https://www.publicradiotulsa.org/post/expert-cleveland-county-covid-cluster-variant-cases-worth-watching-state-trends-remain-ok,https://my.silobreaker.com/5_2275836420989911273
5_2274582398987403559,16_2274580203185373272,Coronavirus latest: Durham County reports 71 COVID-19 cases,News,en,2020-03-24T10:16:00Z,2020-03-24T10:16:00Z,2020-03-24T10:22:09Z,2020-03-24T10:16:00Z,ABC11 WTVD,1,https://abc11.com/health/latest-durham-county-with-71-covid-19-cases/6044754/,https://my.silobreaker.com/5_2274582398987403559
5_2275847427632136194,16_2275845217435254784,"Sunday Florida COVID update: 7.9 million fully vaccinated, 13 deaths, 2,069 new cases",Blog,en,2021-05-23T18:53:47Z,2021-05-23T18:53:47Z,2021-05-24T00:10:42Z,2021-05-23T18:53:47Z,Linux/Open Source News Headlines - Yahoo! News,2,https://news.yahoo.com/sunday-florida-covid-7-9-185347732.html,https://my.silobreaker.com/5_2275847427632136194
5_2275535223556931586,16_2275533051746320384,"Coronavirus: Florida adds 15,445 new cases of COVID-19, 138 resident deaths",News,en,2021-01-09T19:43:02Z,2021-01-09T19:43:02Z,2021-01-09T19:47:18Z,2021-01-09T19:43:02Z,WPLG Local 10 - News Headlines - RSS,1,https://www.local10.com/news/local/2021/01/09/coronavirus-florida-adds-15445-new-cases-of-covid-19-138-resident-deaths/,https://my.silobreaker.com/5_2275535223556931586
5_2275537422244642817,16_2275537422244642816,"Coronavirus: Florida adds 12,313 new cases of COVID-19 Sunday, 108 resident deaths",News,en,2021-01-10T19:42:46Z,2021-01-10T19:42:46Z,2021-01-10T19:47:38Z,2021-01-10T19:42:46Z,WPLG Local 10 - News Headlines - RSS,1,https://www.local10.com/news/local/2021/01/10/coronavirus-florida-adds-12313-new-cases-of-covid-19-sunday-108-resident-deaths/,https://my.silobreaker.com/5_2275537422244642817
5_2275832016349954049,16_2275832016349954048,"Sunday Florida COVID update: 2,482 new cases, 22 deaths, 7.5 million fully vaccinated",News,en,2021-05-16T18:36:55Z,2021-05-16T18:36:55Z,2021-05-17T05:41:15Z,2021-05-16T18:36:55Z,Security News Headlines - Yahoo! News,2,https://news.yahoo.com/florida-covid-sunday-2-482-183655744.html,https://my.silobreaker.com/5_2275832016349954049
5_2275769168244506940,16_2275768537488293888,Gretchen Whitmer Traveled to Florida After Blaming That State for Michigan’s Spike in Covid Cases,Blog,en,2021-04-20T00:01:00Z,2021-04-20T00:01:00Z,2021-04-20T08:24:29Z,2021-04-20T00:01:00Z,Townhall - Columnists - RSS,2,https://townhall.com/columnists/bradslager/2021/04/20/gretchen-whitmer-traveled-to-florida-after-blaming-that-state-for-michigans-spike-in-covid-cases-n2588204,https://my.silobreaker.com/5_2275769168244506940
5_2275834073790283820,16_2275834073790283803,Florida Doctor's $20 Million Baseball Card Collection Hits Auction After COVID Death,News,en,2021-05-17T16:33:00Z,2021-05-17T16:33:00Z,2021-05-17T17:10:48Z,2021-05-17T16:33:00Z,TMZ,1,https://www.tmz.com/2021/05/17/florida-doctor-20-million-baseball-card-collection-hits-auction-after-covid-death/,https://my.silobreaker.com/5_2275834073790283820
5_2275843007322259528,16_2275843007322259486,Rebekah Jones Admits She Was Never Asked to Delete COVID Deaths in Florida,News,en,2021-05-21T18:33:00Z,2021-05-21T18:33:00Z,2021-05-21T19:01:46Z,2021-05-21T18:33:00Z,National Review,1,https://www.nationalreview.com/corner/rebekah-jones-admits-she-was-never-asked-to-delete-covid-deaths-in-florida/,https://my.silobreaker.com/5_2275843007322259528
5_2275776854843457544,16_2275776772484104329,"Mecklenburg County Reports 107,860 Positive Cases Of Coronavirus, 939 Deaths",News,en,2021-04-23T15:55:45Z,2021-04-23T15:55:45Z,2021-04-24T19:19:38Z,2021-04-23T15:55:45Z,WCCB Charlotte,1,https://www.wccbcharlotte.com/2021/04/23/mecklenburg-county-now-has-14-positive-cases-of-coronavirus/,https://my.silobreaker.com/5_2275776854843457544
5_2275721613460635654,16_2275721613460635648,"The Point, March 30, 2021: Coronavirus Case Numbers Move Back Up In Florida",News,en,2021-03-30T12:00:10Z,2021-03-30T12:00:10Z,2021-03-30T12:34:27Z,2021-03-30T12:00:10Z,WUFT News - RSS,1,https://www.wuft.org/news/2021/03/30/the-point-march-30-2021-coronavirus-case-numbers-move-back-up-in-florida/,https://my.silobreaker.com/5_2275721613460635654
5_2275207632794943489,16_2275205464054562816,"Coronavirus: Florida reports 8,401 new cases Sunday, 95 resident deaths",News,en,2020-12-20T20:38:23Z,2020-12-20T20:38:23Z,2020-12-20T22:04:39Z,2020-12-20T20:38:23Z,WPLG Local 10 - News Headlines - RSS,1,https://www.local10.com/news/local/2020/12/20/coronavirus-florida-reports-8401-new-cases-sunday-95-resident-deaths/,https://my.silobreaker.com/5_2275207632794943489
5_2275761525350203533,16_2275761030355222637,"Mecklenburg County Reports 106,095 Positive Cases Of Coronavirus, 928 Deaths",News,en,2021-04-16T16:51:00Z,2021-04-16T16:51:00Z,2021-04-16T17:21:15Z,2021-04-16T16:51:00Z,WCCB Charlotte,1,https://www.wccbcharlotte.com/2021/04/16/mecklenburg-county-now-has-14-positive-cases-of-coronavirus/,https://my.silobreaker.com/5_2275761525350203533
5_2275871793266819117,16_2275871793266819090,"June 2, 2021 Update: COVID-19 Case Data For Local Hillsborough County Areas",News,en,2021-06-02T21:26:00Z,2021-06-02T21:26:00Z,2021-06-02T21:27:40Z,2021-06-02T21:26:00Z,Osprey Observer,2,https://www.ospreyobserver.com/2021/06/june-2-2021-update-covid-19-case-data-for-local-hillsborough-county-areas/,https://my.silobreaker.com/5_2275871793266819117
5_2275522059113070592,16_2275519866179944448,"Coronavirus: Florida reports 10,603 new cases Sunday, 97 resident deaths",News,en,2021-01-03T20:06:44Z,2021-01-03T20:06:44Z,2021-01-03T20:17:26Z,2021-01-03T20:06:44Z,WPLG Local 10 - News Headlines - RSS,2,https://www.local10.com/news/local/2021/01/03/coronavirus-florida-reports-10603-new-cases-sunday-97-resident-deaths/,https://my.silobreaker.com/5_2275522059113070592
5_2275767958137471077,16_2275767958137471035,"April 16, 2021 Update: COVID-19 Case Data For Local Hillsborough County Areas",News,en,2021-04-19T14:26:00Z,2021-04-19T14:26:00Z,2021-04-19T15:05:57Z,2021-04-19T14:26:00Z,Osprey Observer,1,https://www.ospreyobserver.com/2021/04/april-16-2021-update-covid-19-case-data-for-local-hillsborough-county-areas/,https://my.silobreaker.com/5_2275767958137471077
5_2275763664361357313,16_2275761404906569728,"Florida Adds More Than 6,000 Cases of COVID-19, Bringing State Total to 2,162,067",News,en,2021-04-17T15:59:07Z,2021-04-17T15:59:07Z,2021-04-17T20:18:17Z,2021-04-17T15:59:07Z,NBC Miami,1,https://www.nbcmiami.com/news/local/florida-adds-more-than-6000-cases-of-covid-19-bringing-state-total-to-2162067/2431063/,https://my.silobreaker.com/5_2275763664361357313
5_2275812360583118970,16_2275810373087002649,"Oregon reports 8 more COVID-19 related deaths, including Jefferson County’s 34th, 844 new cases",News,en,2021-05-07T20:35:00Z,2021-05-07T20:35:00Z,2021-05-07T20:44:43Z,2021-05-07T20:35:00Z,News Channel 21,1,https://ktvz.com/news/coronavirus/2021/05/07/oregon-reports-8-more-covid-19-related-deaths-including-jefferson-countys-34th-844-new-cases/,https://my.silobreaker.com/5_2275812360583118970
5_2275231784654340096,16_2275231784654340096,"Coronavirus: Florida sets record on last day of 2020 reporting 17,192 new cases",News,en,2020-12-31T20:03:34Z,2020-12-31T20:03:34Z,2020-12-31T20:17:27Z,2020-12-31T20:03:34Z,WPLG Local 10 - News Headlines - RSS,1,https://www.local10.com/news/local/2020/12/31/coronavirus-florida-has-new-record-on-last-day-of-2020-reporting-17192-new-cases/,https://my.silobreaker.com/5_2275231784654340096
5_2275803623545896977,16_2275802592753745931,"New Jersey offers free beer for shots; South Africa registers 897 new cases, 35 deaths",News,en,2021-05-03T21:26:00Z,2021-05-03T21:26:00Z,2021-05-03T21:26:41Z,2021-05-03T21:26:00Z,Daily Maverick,1,https://www.dailymaverick.co.za/article/2021-05-03-new-jersey-offers-free-beer-for-shots-south-africa-registers-897-new-cases-35-deaths/,https://my.silobreaker.com/5_2275803623545896977
5_2275779086011858944,16_2275779086011858944,More Than 2.2 Million Cases of COVID-19 Reported in Florida Since Onset of Pandemic,News,en,2021-04-24T16:21:41Z,2021-04-24T16:21:41Z,2021-04-24T20:59:03Z,2021-04-24T16:21:41Z,NBC Miami,1,https://www.nbcmiami.com/news/local/more-than-2-2-million-cases-of-covid-19-reported-in-florida-since-onset-of-pandemic/2436243/,https://my.silobreaker.com/5_2275779086011858944
5_2274780732859613184,,"cybersecboardrm - Coronavirus cases are spiking across the country and experts say Florida has the makings of the next epicenter! 3,2… https://t.co/al1UfbBCLt",Tweet,en,2020-06-18T16:24:52Z,2020-06-18T16:24:52Z,2020-06-18T16:59:08Z,2020-06-18T16:24:52Z,cybersecboardrm - Twitter,1,https://twitter.com/cybersecboardrm/status/1273652911936061440,https://my.silobreaker.com/5_2274780732859613184
5_2275192192974716929,16_2275192192974716928,"Coronavirus: Florida reports 8,598 new cases Sunday, 81 resident deaths",News,en,2020-12-13T19:58:58Z,2020-12-13T19:58:58Z,2020-12-14T00:11:35Z,2020-12-13T19:58:58Z,WPLG Local 10 - News Headlines - RSS,1,https://www.local10.com/news/local/2020/12/13/coronavirus-florida-reports-8598-new-cases-sunday-81-resident-deaths/,https://my.silobreaker.com/5_2275192192974716929
5_2275890487111975059,16_2275890487111974997,Excess Deaths Reveal the Substantial Impact of COVID-19 Pandemic on Mortality in the State of Florida.,News,en,2021-06-11T05:28:00Z,2021-06-11T05:28:00Z,2021-06-11T05:29:31Z,2021-06-11T05:28:00Z,NCBI,2,https://pubmed.ncbi.nlm.nih.gov/34110914/,https://my.silobreaker.com/5_2275890487111975059
5_2275568217093046274,16_2275566025585983488,"Coronavirus: Florida adds 9,535 new cases Sunday, 129 resident deaths",News,en,2021-01-24T19:50:42Z,2021-01-24T19:50:42Z,2021-01-24T20:18:54Z,2021-01-24T19:50:42Z,WPLG Local 10 - News Headlines - RSS,2,https://www.local10.com/news/local/2021/01/24/coronavirus-florida-adds-9535-new-cases-sunday-129-resident-deaths/,https://my.silobreaker.com/5_2275568217093046274
5_2275766094121664522,16_2275766094121664518,"Manatee County COVID update: Two more deaths, 115 new cases. 97K fully vaccinated",News,en,2021-04-18T19:18:00Z,2021-04-18T19:18:00Z,2021-04-18T19:18:41Z,2021-04-18T19:18:00Z,Bradenton Herald,2,https://www.bradenton.com/news/coronavirus/article250765519.html,https://my.silobreaker.com/5_2275766094121664522
5_2275783641663537153,16_2275783641663537152,"Florida reports 3,513 new cases of COVID-19, 64 resident deaths Monday",News,en,2021-04-26T18:40:27Z,2021-04-26T18:40:27Z,2021-04-26T18:51:40Z,2021-04-26T18:40:27Z,WPLG Local 10 - News Headlines - RSS,1,https://www.local10.com/news/local/2021/04/26/florida-reports-3513-new-cases-of-covid-19-64-resident-deaths-monday/,https://my.silobreaker.com/5_2275783641663537153
5_2275013651536543746,,"dinodaizovi - RT @DrEricDing: I cry for Florida: +2750 new cases a day and 10.5% test positivity rate. But sure, open the damn bars and block all mask ru…",Tweet,en,2020-09-28T13:51:15Z,2020-09-28T13:51:15Z,2020-09-28T13:59:46Z,2020-09-28T13:51:15Z,dinodaizovi - Twitter,1,https://twitter.com/dinodaizovi/status/1310577815981625350,https://my.silobreaker.com/5_2275013651536543746
5_2275770806774530088,16_2275770601689841728,Commentary: Gov. Whitmer Busted for Traveling After Blaming COVID Cases on People Traveling To Florida,News,en,2021-04-20T23:55:00Z,2021-04-20T23:55:00Z,2021-04-20T23:56:23Z,2021-04-20T23:55:00Z,Independent Journal,1,https://ijr.com/whitmer-busted-traveling-blaming-covid-cases-people-traveling-florida/,https://my.silobreaker.com/5_2275770806774530088
5_2275805632684621824,16_2275803401583329280,"Florida reports 3,682 new cases of COVID-19 Tuesday, 92 resident deaths",News,en,2021-05-04T18:41:10Z,2021-05-04T18:41:10Z,2021-05-04T19:20:06Z,2021-05-04T18:41:10Z,WPLG Local 10 - News Headlines - RSS,2,https://www.local10.com/news/local/2021/05/04/florida-reports-3682-new-cases-of-covid-19-tuesday-92-resident-deaths/,https://my.silobreaker.com/5_2275805632684621824
5_2275605271218749918,16_2275605272292491426,North Carolina Claims Prisoners Who Died of COVID Didn't Die of COVID,News,en,2021-02-09T15:00:00Z,2021-02-09T15:00:00Z,2021-02-09T15:14:04Z,2021-02-09T15:00:00Z,VICE News,1,https://www.vice.com/en_us/article/z3vk9e/north-carolina-claims-prisoners-who-died-of-covid-didnt-die-of-covid,https://my.silobreaker.com/5_2275605271218749918
5_2275807800149934080,16_2275807800149934080,"Florida reports 4,394 new cases of COVID-19 and 79 resident deaths Wednesday",News,en,2021-05-05T18:11:49Z,2021-05-05T18:11:49Z,2021-05-05T18:53:36Z,2021-05-05T18:11:49Z,WPLG Local 10 - News Headlines - RSS,1,https://www.local10.com/news/local/2021/05/05/florida-reports-4394-new-cases-of-covid-19-and-79-resident-deaths-wednesday/,https://my.silobreaker.com/5_2275807800149934080
5_2275781275757314225,16_2275781275757314089,"VDH: 654,210 total cases of COVID-19 in Virginia, 10,691 deaths",News,en,2021-04-25T16:13:00Z,2021-04-25T16:13:00Z,2021-04-25T16:14:06Z,2021-04-25T16:13:00Z,NBC29,1,https://www.nbc29.com/2021/04/25/vdh-total-cases-covid-virginia-deaths/,https://my.silobreaker.com/5_2275781275757314225
5_2275873408375848973,16_2275873408375848963,"VDH: 676,041 total cases of COVID-19 in Virginia, 11,216 deaths",News,en,2021-06-03T12:58:12Z,2021-06-03T12:58:12Z,2021-06-05T03:10:02Z,2021-06-03T12:58:12Z,NBC29,1,https://www.nbc29.com/2021/06/03/vdh-total-cases-covid-virginia-deaths/,https://my.silobreaker.com/5_2275873408375848973
5_2275820668677259267,16_2275820668677259264,"VDH: 667,586 total cases of COVID-19 in Virginia, 10,919 deaths",News,en,2021-05-11T13:28:33Z,2021-05-11T13:28:33Z,2021-05-12T04:56:26Z,2021-05-11T13:28:33Z,NBC29,1,https://www.nbc29.com/2021/05/11/vdh-total-cases-covid-virginia-deaths/,https://my.silobreaker.com/5_2275820668677259267
